ID,Candidate State,Age Range,Residence,Sex,Protected category,TAG,Study area,Study Title,Years Experience,Sector,Last Role,Year of insertion,Recruitment Request,Assumption Headquarters,Job Family Hiring,Job Title Hiring,Overall,Job Description,Candidate Profile,Years Experience.1,Minimum Ral,Ral Maximum,Study Level,Study Area.1,Akkodis headquarters,Current Ral,Expected Ral,Technical Skills,Standing/Position,Comunication,Maturity,Dynamism,Mobility,English,number_of_searches,Hired,Residence Country,Residence Italian Region,Residence Italian Province,Residence Italian City IT,Residence Italian City EN,Italian Residence,European Residence,Assumption HQ Lat,Assumption HQ Lng,Akkodis HQ Lat,Akkodis HQ Lng,Residence Lat,Residence Lon,candidate_text,Distance Residence - Akkodis HQ,Distance Residence - Assumption HQ
63587,in selection,> 45 years,MILAN » Milan ~ Lombardy,Male,False,,Other scientific subjects,High school graduation,[+10],Automotive,network architect & team leader operation engineer,[2022],,,,,3.0,,,,,,,,,49000.0,55000.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1178.0,False,ITALY,Lombardy,Milan,Milano,MILAN,True,True,,,,,45.4669,9.19,High school graduation in Other scientific subjects. Worked in the Automotive sector. Last held the role of network architect & team leader operation engineer. with [+10] years of experience.,,
63616,in selection,26 - 30 years,REGGIO IN EMILIA » Reggio-Emilia ~ Emilia Romagna,Male,False,"CATIA, OFFICE, INVENOR, CREO, INVENTOR, CREO, PROCESS ENG.",Automotive Engineering,Five-year degree,[0-1],Automotive,process engineer,[2019],,,,,2.0,,,,,,,,,31000.0,37000.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.3333333333333335,2.0,2.0,2.0,294.0,False,ITALY,Emilia romagna,Reggio-emilia,Reggio nell'Emilia,REGGIO IN EMILIA,True,True,,,,,44.69825,10.63125,"Five-year degree in Automotive Engineering. Worked in the Automotive sector. Last held the role of process engineer. with [0-1] years of experience. Key skills include: CATIA, OFFICE, INVENOR, CREO, INVENTOR, CREO, PROCESS ENG..",,
63811,in selection,< 20 years,DALMINE » Bergamo ~ Lombardy,Male,False,"CAD, INVENTOR",Mechanical engineering,Five-year degree,[1-3],Others,test engineer,[2023],,,,,1.0,,,,,,,,,,27000.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,49.0,False,ITALY,Lombardy,Bergamo,Dalmine,DALMINE,True,True,,,,,45.65,9.6,"Five-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of test engineer. with [1-3] years of experience. Key skills include: CAD, INVENTOR.",,
63953,hired,26 - 30 years,TURIN » Turin ~ Piedmont,Male,False,"AUTOMOTIVE, ELECTRIC DESIGN, POWERTRAIN",Automotive Engineering,Three-year degree,[0],Others,master's student,[2022],Junior Diagnosis Engineer,Turin,Engineering,Junior Consultant,2.0,junior diagnosis engineer on vehicles will be responsible for vehicle and bench tests and writing vehicle functions for diagnosis functionality. main activities: read and analysis diagnosis and electronic functionalities of vehicles read and analysis on diagnosis specifications read and analysis electrical sheet manual skill on the vehicle good practice on wired and connections good understading on electrical and electronic requirements (analog and digital field) tools: vector canalyzer and candela + diagnostic tools,automotive engineer or mechatronic engineer or equivalent previous experience in automotive sector english mandatory problem solving activities good soft skills,[0-1],23000.0,29000.0,Three-year degree,Automotive Engineering,Turin,,,2.0,2.0,2.0,2.4,2.0,2.4,3.0,397.85714285714283,True,ITALY,Piedmont,Turin,Torino,TURIN,True,True,45.0792,7.6761,45.0792,7.6761,45.0792,7.6761,"Three-year degree in Automotive Engineering. Worked in the Others sector. Last held the role of master's student. with [0] years of experience. Key skills include: AUTOMOTIVE, ELECTRIC DESIGN, POWERTRAIN.",0.0,0.0
63955,in selection,< 20 years,ROME » Rome ~ Lazio,Male,False,,Energy and Nuclear Engineering,Five-year degree,[0-1],Energy,internships,[2022],,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.5,1.0,2.0,3.5,1083.0,False,ITALY,Lazio,Rome,Roma,ROME,True,True,,,,,41.8931,12.4828,Five-year degree in Energy and Nuclear Engineering. Worked in the Energy sector. Last held the role of internships. with [0-1] years of experience.,,
64021,in selection,> 45 years,ROME » Rome ~ Lazio,Male,False,"FPGA, C, WIFI, STM32, ESP32, GD32, PYTHON, C++, HW, SW, JAVA, VHDL, FPGA, GALILEO, C#, MANGO, ORACLE",electronic Engineering,master's degree,[+10],Others,firmware engineer iot,[2021],,,,,2.0,,,,,,,,,,,2.6666666666666665,2.0,2.0,2.6666666666666665,1.3333333333333333,1.0,3.0,1228.0,False,ITALY,Lazio,Rome,Roma,ROME,True,True,,,,,41.8931,12.4828,"master's degree in electronic Engineering. Worked in the Others sector. Last held the role of firmware engineer iot. with [+10] years of experience. Key skills include: FPGA, C, WIFI, STM32, ESP32, GD32, PYTHON, C++, HW, SW, JAVA, VHDL, FPGA, GALILEO, C#, MANGO, ORACLE.",,
64105,in selection,26 - 30 years,TURIN » Turin ~ Piedmont,Male,False,"AIRFOIL, ENG. AEROSPACE, MATLAB",Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],Aeronautics,fresh graduate,[2023],,,,,2.5,,,,,,,,,,,2.5,2.5,2.5,2.5,2.5,1.0,3.0,612.0,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,"Five-year degree in Aeronautical/Aerospace/Astronautics Engineering. Worked in the Aeronautics sector. Last held the role of fresh graduate. with [0] years of experience. Key skills include: AIRFOIL, ENG. AEROSPACE, MATLAB.",,
64106,hired,40 - 45 years,FERENTINO » Frosinone ~ Lazio,Male,False,"CAPA, DEVIATIONS, QA, VALIDATION, X",Geo-Biological,master's degree,[+10],Life sciences,product assurance shop floor expert,[2019],QA specialist,Pomezia,Engineering,Pharmaceutical Consultant,2.6666666666666665,bpr review and cct& extraction,experience in qa processes and review of production documents and process data analysis,[1-3],,,Five-year degree,Chemist - Pharmaceutical,Pomezia,,,2.6666666666666665,3.0,3.3333333333333335,4.0,3.0,3.0,2.0,342.0,True,ITALY,Lazio,Frosinone,Ferentino,FERENTINO,True,True,41.6693,12.5021,41.6693,12.5021,41.6833,13.25,"master's degree in Geo-Biological. Worked in the Life sciences sector. Last held the role of product assurance shop floor expert. with [+10] years of experience. Key skills include: CAPA, DEVIATIONS, QA, VALIDATION, X.",62.29634113746946,62.29634113746946
64113,hired,26 - 30 years,PIOSSASCO » Turin ~ Piedmont,Male,False,"C++, FPGA, SYSTEM",Automation/Mechatronics Engineering,Five-year degree,[1-3],Railway,product quality engineer,[2020],System Engineer Lighting,Pisa,Engineering,Consultant,2.75,"the resource will be placed within the e&e div. lighting department where he will be responsible for defining the requirements, drawing up the specifications and validating the electrical and electronic components of the vehicles, interfacing with suppliers to follow the design and development of the components, monitoring times and costs . the activities include: • support for e&e system requirements management activities • support for post-design verification and control activities • management and relationship with suppliers for the industrialization of components • support for continuous innovation through the use of the latest technologies and methodologies • collaboration with the various company departments such as quality, hardware, software, mechanics and testing • drafting of technical documentation","the ideal candidate has a degree in electronic engineering or equivalent degrees and has at least 2 years of experience in the role. the resource must demonstrate high flexibility, good problem solving, time management and team working skills, even in international contexts. a structured working method, autonomy and proactivity complete the profile. requirements • skills and competences in the field of electronic design • ability to analyze and implement management processes • knowledge of validation and testing methodologies • knowledge of office",[1-3],,31000.0,Five-year degree,electronic Engineering,Pisa,,,2.0,2.5,2.0,2.5,2.75,2.25,3.0,648.0,True,ITALY,Piedmont,Turin,Piossasco,PIOSSASCO,True,True,43.7167,10.4,43.7167,10.4,44.9906,7.4637,"Five-year degree in Automation/Mechatronics Engineering. Worked in the Railway sector. Last held the role of product quality engineer. with [1-3] years of experience. Key skills include: C++, FPGA, SYSTEM.",273.5484609227617,273.5484609227617
64130,in selection,36 - 40 years,MILAN » Milan ~ Lombardy,Male,False,"RADIO NETWORK, RF, TELECOM",Telecommunications Engineering,Five-year degree,[3-5],Telecom,testing and validation,[2018],,,,,2.0,,,,,,,,,25000.0,29000.0,2.0,2.25,2.5,2.5,2.75,2.5,2.5,964.6666666666666,False,ITALY,Lombardy,Milan,Milano,MILAN,True,True,,,,,45.4669,9.19,"Five-year degree in Telecommunications Engineering. Worked in the Telecom sector. Last held the role of testing and validation. with [3-5] years of experience. Key skills include: RADIO NETWORK, RF, TELECOM.",,
64151,hired,> 45 years,ROME » Rome ~ Lazio,Female,False,"DOORS, RHAPSODY, SYSML AND MBSE",Telecommunications Engineering,Five-year degree,[+10],Defence,system engineer,[2019],RS19.0130 - Junior System Engineer,Rome,Engineering,Qualified Consultant,2.5,"generation of a script for the automatic export of the contents of the interfaces modeled in rhapsody in a format that guarantees interoperability with a legacy integration tool based on labview; - generation of templates for the document export of the contents of the model developed in rhapsody, together with the contents of the requirements database developed in doors; the templates will be created in the ibm rational publishing engine tool, and will include at least the following formats: system/subsystem specification (sss), system/subsystem design document (ssdd) and interface requirements specification (irs), in accordance with the mil-std- standard 498; general specification of the warship, according to an internal customer format based on milstd-881.","eng. electronic or telecommunications methodological skills: mbse processes defined in the standards iso/iec/ieee 15288, iso/iec/ieee 29148, incose handbook v4 skills tools: ibm rhapsody, doors and rational publishing engine.",[1-3],27000.0,35000.0,Five-year degree,Telecommunications Engineering,Rome,,,3.0,2.75,3.5,3.5,2.0,1.25,2.5,251.5,True,ITALY,Lazio,Rome,Roma,ROME,True,True,41.8931,12.4828,41.8931,12.4828,41.8931,12.4828,"Five-year degree in Telecommunications Engineering. Worked in the Defence sector. Last held the role of system engineer. with [+10] years of experience. Key skills include: DOORS, RHAPSODY, SYSML AND MBSE.",0.0,0.0
64265,hired,26 - 30 years,BRINDISI » Brindisi ~ Puglia,Female,False,"DOCUMENT CONTROLLER, MANAGEMENT, OPERATION, PROJECT MANAGEMENT, JUNIOR PROJECT MANAGER",Political-Social,Five-year degree,[1-3],Others,administrative employee,[2022],Vivier - Document Controller,Valenzano,Support,Support,2.3333333333333335,vivier,vivier,[+10],29000.0,31000.0,High school graduation,Other,Milan,,,2.0,2.6666666666666665,3.0,3.0,3.0,3.0,3.0,532.0,True,ITALY,Puglia,Brindisi,Brindisi,BRINDISI,True,True,41.05,16.8833,45.4669,9.19,40.6383,17.9458,"Five-year degree in Political-Social. Worked in the Others sector. Last held the role of administrative employee. with [1-3] years of experience. Key skills include: DOCUMENT CONTROLLER, MANAGEMENT, OPERATION, PROJECT MANAGEMENT, JUNIOR PROJECT MANAGER.",891.6640661285893,100.5928897073802
64448,in selection,26 - 30 years,TURIN » Turin ~ Piedmont,Female,False,"AUTODESK, SOLIDWORKS, STARCCM+, MATLAB, SIMULINK, PATRAN, NASTRAN, CATIA V5",Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],Others,master's student,[2023],,,,,2.0,,,,,,,,,,,2.0,2.0,2.0,2.0,1.5,3.0,3.0,1207.0,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,"Three-year degree in Aeronautical/Aerospace/Astronautics Engineering. Worked in the Others sector. Last held the role of master's student. with [0] years of experience. Key skills include: AUTODESK, SOLIDWORKS, STARCCM+, MATLAB, SIMULINK, PATRAN, NASTRAN, CATIA V5.",,
64545,hired,26 - 30 years,TERAMO » Teramo ~ Abruzzo,Male,False,"AUTOMOTIVE, INCA, CANALYZER, MDA, MATLAB, SIMULINK, NX, SOLIDWORKS, PHYTHON, MATLAB, SIMULINK, C",Automotive Engineering,Five-year degree,[1-3],Automotive,vehicle demand energy engineer,[2020],Calibration Engineer,Bologna,Engineering,Consultant,2.0,"the resource will be involved in the powertrain team. activities: • definition, testing, calibration and validation of engine and transmission control sw, with a particular focus on transmission management • definition of processes • validation of calibration both on the track and during dedicated trips • dataset, analysis and control of calibrations","the ideal candidate has a master's degree in mechanical engineering, vehicle engineering or equivalent, has gained at least 1 year of experience on engine testing, driveability, reliability, preferably in the automotive sector. has a good knowledge of petrol/diesel/electric engine calibration. possession of a type b car license is required. the profile is completed by a good ability to work in a team, problem solving skills, proactivity, availability to travel in italy and abroad and fluent knowledge of the italian and english languages. requirements the following skills are required: • good knowledge of the tools: etas inca, mda, dianalyzer, matlab, simulink, canalyzer • good knowledge of the engines permanent offer workplace turin, modena",[0-1],,,Five-year degree,electronic Engineering,Turin,23000.0,29000.0,2.0,2.0,2.3333333333333335,2.3333333333333335,2.0,2.0,3.0,706.3333333333334,True,ITALY,Abruzzo,Teramo,Teramo,TERAMO,True,True,44.4939,11.3428,45.0792,7.6761,42.6589,13.7039,"Five-year degree in Automotive Engineering. Worked in the Automotive sector. Last held the role of vehicle demand energy engineer. with [1-3] years of experience. Key skills include: AUTOMOTIVE, INCA, CANALYZER, MDA, MATLAB, SIMULINK, NX, SOLIDWORKS, PHYTHON, MATLAB, SIMULINK, C.",553.9401507726948,279.1492231831974
64614,first contact,26 - 30 years,TURIN » Turin ~ Piedmont,Male,False,PROJECT ENGINEER,Mechanical engineering,Five-year degree,[3-5],Energy,mechanical project engineer,[2018],,,,,3.0,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Five-year degree in Mechanical engineering. Worked in the Energy sector. Last held the role of mechanical project engineer. with [3-5] years of experience. Key skills include: PROJECT ENGINEER.,,
64621,in selection,26 - 30 years,TURIN » Turin ~ Piedmont,Male,False,"., PHYSICS",Other scientific subjects,Doctorate,[3-5],Others,phd student,[2022],,,,,2.5,,,,,,,,,33000.0,35000.0,2.5,3.0,3.0,2.0,2.0,1.0,2.5,945.5,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,"Doctorate in Other scientific subjects. Worked in the Others sector. Last held the role of phd student. with [3-5] years of experience. Key skills include: ., PHYSICS.",,
64655,hired,40 - 45 years,BENEVENTO » Benevento ~ Campania,Male,False,,Informatics,Five-year degree,[7-10],Automotive,business manager,[2020],Jr. Business Manager,Pisa,Business & Sales,Junior Business Manager,2.5,bm tuscany perimeter,bm tuscany perimeter,[3-5],,,Five-year degree,Other,Pisa,,,2.0,2.0,2.5,2.5,2.5,2.5,1.5,700.0,True,ITALY,Campania,Benevento,Benevento,BENEVENTO,True,True,43.7167,10.4,43.7167,10.4,41.1256,14.7811,Five-year degree in Informatics. Worked in the Automotive sector. Last held the role of business manager. with [7-10] years of experience.,461.2476102371048,461.2476102371048
64701,first contact,26 - 30 years,AVEZZANO » L'Aquila ~ Abruzzo,Male,False,.,Biomedical Engineering,Five-year degree,[0],,,[2021],,,,,2.0,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,464.0,False,ITALY,Abruzzo,L'aquila,Avezzano,AVEZZANO,True,True,,,,,42.031,13.4264,Five-year degree in Biomedical Engineering. with [0] years of experience. Key skills include: ..,,
64749,hired,26 - 30 years,AVIGLIANA » Turin ~ Piedmont,Male,False,-,Legal,Five-year degree,[0],Others,insurance consultant,[2022],HR internship,Turin,Enabling Function,Support,2.6666666666666665,research and selection internship,research and selection internship,[0],,,Five-year degree,Psychology,Milan,,19000.0,2.0,2.6666666666666665,2.6666666666666665,2.0,2.3333333333333335,2.3333333333333335,3.0,425.0,True,ITALY,Piedmont,Turin,Avigliana,AVIGLIANA,True,True,45.0792,7.6761,45.4669,9.19,45.0779,7.3984,Five-year degree in Legal. Worked in the Others sector. Last held the role of insurance consultant. with [0] years of experience. Key skills include: -.,147.08417350263932,21.86629462891013
64757,in selection,36 - 40 years,ROME » Rome ~ Lazio,Male,False,"ANGULAR, FULL STACK DEVELOPER, JAVA, JAVASCRIPT, PROJECT MANAGER",computer engineering,Five-year degree,[7-10],Others,full-stack developer,[2021],,,,,2.0,,,,,,,,,,,2.5,2.0,2.5,2.5,2.0,2.5,3.0,325.0,False,ITALY,Lazio,Rome,Roma,ROME,True,True,,,,,41.8931,12.4828,"Five-year degree in computer engineering. Worked in the Others sector. Last held the role of full-stack developer. with [7-10] years of experience. Key skills include: ANGULAR, FULL STACK DEVELOPER, JAVA, JAVASCRIPT, PROJECT MANAGER.",,
64793,in selection,40 - 45 years,POWER » Power ~ Basilicata,Male,False,CUSTOMER CARE / HELP DESK / MICROSOFT SYSTEM TEAM,computer engineering,Three-year degree,[+10],Others,help desk technician; customer care;,[2023],,,,,2.5,,,,,,,,,,,2.5,3.0,2.5,2.5,2.5,3.0,2.0,176.0,False,ITALY,Basilicata,Power,Potenza,POWER,True,True,,,,,40.6333,15.8,Three-year degree in computer engineering. Worked in the Others sector. Last held the role of help desk technician; customer care;. with [+10] years of experience. Key skills include: CUSTOMER CARE / HELP DESK / MICROSOFT SYSTEM TEAM.,,
